 Time (min), Rep 0, Rep 1, Rep 2, Rep 3, Rep 4, Rep 5, Rep 6, Rep 7, Rep 8, Rep 9, Rep 10, Rep 11, Rep 12, Rep 13, Rep 14, Rep 15, Rep 16, Rep 17, Rep 18, Rep 19, Rep 20, Rep 21, Rep 22, Rep 23, Rep 24, Rep 25, Rep 26, Rep 27, Rep 28, Rep 29, Rep 30, Rep 31, Rep 32, Rep 33, Rep 34, Rep 35, Rep 36, Rep 37, Rep 38, Rep 39, Rep 40, Rep 41, Rep 42, Rep 43, Rep 44, Rep 45, Rep 46, Rep 47, Rep 48, Rep 49, Rep 50, Rep 51, Rep 52, Rep 53, Rep 54, Rep 55, Rep 56, Rep 57, Rep 58, Rep 59, Rep 60, Rep 61, Rep 62, Rep 63, Rep 64, Rep 65, Rep 66, Rep 67, Rep 68, Rep 69, Rep 70, Rep 71, Rep 72, Rep 73, Rep 74, Rep 75, Rep 76, Rep 77, Rep 78, Rep 79, Rep 80, Rep 81, Rep 82, Rep 83, Rep 84, Rep 85, Rep 86, Rep 87, Rep 88, Rep 89, Rep 90, Rep 91, Rep 92, Rep 93, Rep 94, Rep 95, Rep 96, Rep 97, Rep 98, Rep 99, Mean, Std Dev
430,0.00762329,0.0907715,0.227759,0.111658,0.358978,0,0.465363,0.0319031,0.0189301,0.0826935,0.140234,0.097406,0.289984,0.00437927,0.313184,0.196219,0.0194885,0.119754,0.0869873,0.0587738,0.163977,0.0139862,0.0639801,0.0447662,0,0.0230255,0.0668091,0.0244873,0.0771454,0.140057,0.0637299,0.0499207,0.0926056,0.0394958,0.0826935,0.0461151,0.0516449,0.163617,0.109741,0.0823822,0.0846191,0.0319733,0.148337,0.0353943,0.204062,0.0402985,0.0908386,0.0151703,0.0359436,0.0723084,0.12482,0.191354,0.0303741,0.206766,0.203299,0.121747,0.0702545,0.07883,0.16106,0.0430786,0.120294,0.103793,0.115744,0.139496,0.0377106,0.191422,0.088971,0.0392334,0.0377747,0.215735,0.142438,0.0360077,0.216409,0.0463959,0.0855164,0.0558472,0.0800018,0.226547,0.123425,0.0519226,0.192609,0.0464569,0.0866119,0.0888092,0.0925537,0.0476349,0.0447418,0.0439911,0.134808,0.116772,0.311319,0.0939972,0.0532837,0.0334473,0.0130341,0.320844,0.0541687,0.0349945,0.0501678,0.121896,0.102496,0.0850486
440,0.137671,0.112433,0.110373,0.0492218,0.100296,0.0708801,0.0626312,0.433844,0.0392059,0.171756,0.150385,0.119186,0.0396515,0.0621582,0.0251465,0.0910492,0.268674,0.0207153,0.137204,0.168472,0.0453003,0.0825806,0.138675,0.00985413,0.0115265,0.0772003,0.0501801,0.0282104,0.139853,0.0571594,0.162994,0.0391632,0.3237,0.278198,0.189758,0.0443573,0.0209534,0.0497437,0.0745483,0.0723022,0.280899,0.0498505,0.100937,0.0610382,0.101947,0.0887695,0.0633881,0.0795807,0.037561,0.0351776,0.0589172,0.0420929,0.000506592,0.106143,0.0802307,0.184064,0.156238,0.0500153,0.0513519,0.0585632,0.069043,0.0581757,0.0166199,0.152533,0.0498291,0.0480896,0.0186401,0.0347778,0.0933655,0.201904,0.0270203,0.0157989,0.225357,0.0608612,0.138864,0.862042,0.0232727,0.0135712,0.0904083,0.363647,0.0430664,0.131891,0.219507,0.10596,0.0511597,0.189984,0,0.145627,0.154919,0.0262604,0.108728,0.0433685,0.284851,0.091571,0.0634033,0.0810028,0.0896271,0.0387634,0.119528,0.0546509,0.105622,0.111421
450,0.148663,0.0228149,0.0244171,0.159698,0.0656464,0.187585,0.0704773,0.100226,0.0111481,0.037204,0.132046,0.0627838,0.143765,0.0171967,0.591385,0.0530579,0.0149292,0.0680084,0.00401001,0.170392,0.0495666,0.282181,0.266882,0.0488678,0.0327911,0.0791138,0.141925,0.241971,0.0218597,0.0424255,0.0179626,0.0434265,0.00733643,0.0612335,0.0474884,0.0245239,0.149979,0.110443,0.160699,0.0919006,0.0161316,0.380768,0.0610962,0.237817,0.10813,0.0641998,0.119321,0.063266,0.268027,0.123157,0.110263,0.116092,0.149503,0.112131,0.0065979,0.224597,0.0602234,0.0617645,0.0241577,0.0509522,0.0434662,0.023349,0.268634,0.0613434,0.0905151,0.339859,0.0613831,0.0672333,0.0240845,0.0996368,0.0340576,0.0233551,0.0808136,0.070575,0.0346558,0.246982,0.178394,0.0463165,0.0737152,0.0495605,0.00960083,0.116925,0.0741394,0.104352,0.0462555,0.0270996,0.0849274,0.0418884,0.0269623,0.114542,0.0876068,0.0854858,0.0962921,0.0382141,0.0360291,0.00269775,0.158698,0.199176,0.103738,0.000796509,0.0973958,0.0927492
460,0.0826386,0.0568512,0.00824585,0.00714111,0.152908,0.0912994,6.41E-05,0.0260223,0.143787,0.284384,0.111533,0.0296204,0.0892639,0.104706,0.575873,0.044162,0.0677917,0.386649,0.00633545,0.031427,0.0779663,0.088623,0.0591187,0.0290924,0.0491089,0.115866,0.0959107,0.0792816,0.0548859,0.212384,0.0116669,0.139246,0.166266,0.11011,0.325104,0.0797119,0.401334,0.185672,0.0658356,0.129901,0.0823181,0.0100922,0.0475464,0.161725,0.197009,0.0671722,0.14176,0.111752,0.0399414,0.193835,0.102386,0.0312897,0.0572479,0.0666565,0.0787109,0.10564,0.13483,0.10368,0.0583099,0.209375,0.0437988,0.116162,0.143472,0.0602539,0.249783,0.072171,0.0954834,0.487192,0.00317993,0.153763,0.0612091,0.0363892,0.0772766,0.0703888,0.073172,0.0206207,0.00779419,0.119022,0.184119,0.158542,0.305209,0.0630157,0.0920471,0.00594788,0.00540161,0.0351715,0.0460358,0.0916107,0.0551331,0.203278,0.191537,0.0770538,0.024292,0.0463593,0.105392,0.273029,0.218887,0.139822,0.101068,0.1716,0.112647,0.10137
470,0.0228943,0.00614319,0.185156,0.345319,0.0789459,0.0256012,0.183453,0.255365,0.0396912,0.0571869,0.0275909,0.0477448,0.0215393,0.258817,0.036673,0.00171204,0.32128,0.0847168,0.0970764,0.0489227,0.125491,0.0122711,0.0868073,0.138666,0.15177,0.119662,0.0225189,0.235336,0.115991,0.142984,0.284698,0.133902,0.0873993,0.00820923,0.37872,0.0534821,0.0505035,0.14964,0.108533,0.00630493,0.0298157,0.0539551,0.0700714,0.0427673,0.0661438,0.0811035,0.156293,0.0994293,0.0395721,0.0665344,0.00949707,0.116626,0.0982086,0.0463165,0.0322144,0.100858,0.122641,0.00515137,0.0485931,0.0448761,0.154523,0.10127,0.0196503,0.0788391,0.149506,0.0389404,0.0345917,0.0699829,0.185486,0.00604248,0.09422,0.101822,0.284671,0.0415375,0.276971,0.22814,0.171692,0.0248138,0.0537598,0.0618134,0.117444,0.141324,0.0640869,0.0263123,0.273724,0.0152344,0.113223,0.142166,0.109308,0.0106079,0.154562,0.0235809,0.0666473,0.019162,0.0267761,1,0.0967804,0.010907,0.214377,0.132922,0.108268,0.123035
480,0.00485229,0.0529694,0.0285492,0.0758362,0.00481262,0.342731,0.064328,0.0666718,0.265256,0.0128448,0.0399811,0.234018,0.0201202,0.00615234,0,0.0276123,0.051767,0.150903,0.0244873,0.118945,0.0660553,0.0749115,0.0728271,0.333289,0.0720917,0.183157,0.0636322,0.110989,0.0351166,0.017334,0.0468781,0.203589,0.347247,0.237094,0.0559875,0.0857361,0.105322,0.0497681,0.226349,0.0077301,0.00830994,0.124396,0.0615845,0.0301636,0.0282928,0.0325867,0.0836639,0.130267,0.0274719,0.037384,0.0230957,0.154059,0.168289,0.0221649,0.0260651,0.190793,0.00755005,0.0753937,0.0117767,0.0167908,0.209048,0.0328186,0.112952,0.250525,0.0606079,0.20585,0.128195,0.0287018,0.0470459,0.0314728,0.279178,0.105612,0.0558105,0.0840179,0.141351,0.177176,0.0449524,0.161761,0.0534424,0.354602,0.0800262,0.160583,0.0524536,0.094812,0.0400909,0.0738861,0.0244659,0.55191,0.179575,0.0479034,0.164648,0.0450745,0.0813049,0.111536,0.0616241,1,0.0574799,0.0642883,0.216928,0.10498,0.110267,0.131568
490,0.139737,0.283371,0.251578,0.219043,0.101248,0.110699,0.0258148,0.127759,0.00617065,0.103949,0.170874,0.282681,0.0390839,0.212228,0.0536499,0.0392273,0.040683,0.151923,0.0412323,0.298987,0.228323,0.0454376,0.0400848,0.251859,0.0035614,0.215494,0.0453735,0.16506,0.135022,0.048584,0.0161346,0.0115417,0.00301819,0.0417419,0.0135406,0.133588,0.0301819,0.0704102,0.316968,0.00926819,0.188538,0.146433,0.00266113,0.0779602,0.0594116,0.0764374,0.0710144,0.028537,0.0431549,0.198151,0.297177,0.0674225,0.0999725,0.0963562,0.0232574,0.131528,0.116739,0.125586,0.102737,0.177469,0.0919373,0.30553,0.0538727,0.01987,0.0643768,0.0876343,0.00253601,0.128183,0.0208191,0.118735,0.0708038,0.00988464,0.082486,0.146478,0.0813232,0.156116,0.0343567,0.00620422,0.317404,0.0472351,0.0209473,0.0149048,0.0242767,0.166092,0.139392,0.0419891,0.144803,0.314117,0.0625671,0.402341,0.0575073,0.109436,0.287183,0.0166382,0.0263,1,0.0209259,0.0250732,0.123264,0.0642456,0.115635,0.128483
500,0.20531,0.124603,0.107556,0.0691864,0.0642456,0.0243286,0.10636,0.0654419,0.0375549,0.0306335,0.0288635,0.0471649,0.0133545,0.0427582,0.0624512,0.013446,0.275098,0.127567,0.0903412,0.0406311,0.0154541,0.132294,0.106363,0.193332,0.0932373,0.0254334,0.172205,0.047699,0.078717,0.186276,0.0200836,0.0350952,0.054068,0.0921204,0.1552,0.190829,0.0437073,0.0405396,0.188608,0.0526978,0.0825378,0.160797,0.0118591,0.231473,0.0561615,0.103387,0.0474915,0.112607,0.00892944,0.0473083,0.0104279,0.0775055,0.279425,0.0426209,0.0111053,0.0334381,0.043808,0.0700256,0.0250305,0.195682,0.0688721,0.0225983,0.213602,0.297278,0.0751862,0.0527161,0.00498962,0.136633,0.08143,0.0814667,0.0498657,0.106497,0.167557,0.340353,0.0301453,0.0525482,0.0323547,0.0591522,0.0246765,0.085025,0.0120087,0.0140228,0.0943542,0.0701202,0.120346,0.0430969,0.0782776,0.172211,0.0515839,0.39957,0.0129059,0.302518,0.125381,0.0546112,0.0375763,0.586237,0.195132,0.0874237,0.00628357,0.0729797,0.0967206,0.0940259
510,0.122797,0.00256348,0.0729797,0.172159,0.121411,0.0925446,0.267004,0.0409271,0.107919,0.075235,0.0139465,0.02966,0.0508057,0.0359375,0.0814911,0.0199463,0.231036,0.0472717,0.257709,0.0310242,0.0835327,0.0813721,0.148874,0.164673,0.0869659,0.124292,0.0223083,0.0211914,0.0365967,0.0568878,0.00595703,0.124197,0.046228,0.0422211,0.12222,0.071521,0.151794,0.0691925,0.0821991,0.037262,0.018335,0.0344543,0.0390411,0.433539,0.150476,0.0828369,0.243835,0.0495789,0.015448,0.182416,0.0231567,0.0526794,0.0684998,0.147076,0.0470825,0.0205139,0.111313,0.0558105,0.235892,0.0449036,0.017688,0.0225769,0.0446228,0.0397034,0.210446,0.0495789,0.0670288,0.0428436,0.23255,0.0132568,0.0294189,0.0814026,0.00904846,0,0.0479828,0.197339,0.0961487,0.090564,0.0927551,0.0794434,0.0701233,0.00917053,0.0258545,0.0519745,0.0787445,0.123776,0.119302,0.125192,0.0102966,0.0943512,0.106277,0.143234,0.441379,0.0349762,0.0447754,0.240259,0.0482483,0.273602,0.0357697,0.101309,0.0915376,0.083297
520,0.070227,0.0682373,0.0253418,0.105609,0.0924805,0.075415,0.130841,0.0293152,0.0697266,0.155127,0.104962,0.0576721,0.0564636,0.117657,0.0302917,0.04328,0.161255,0.31571,0.0905518,0.0677612,0.0458191,0.0598206,0.0719238,0.40744,0.0842773,0.0274353,0.330939,0.174817,0.0143372,0.0679749,0.0953308,0.0282166,0.0539612,0.0263733,0.431757,0.306628,0.0946045,0.201501,0.14743,0.0434692,0.00935059,0.140002,0.0140625,0.268207,0.0829468,0,0.0177185,0.0438965,0.0820068,0.0345154,0.256665,0.0289917,0.00965576,0.0617249,0.0038208,0.200476,0.000482178,0.14137,0.166913,0.0751282,0.18523,0.113489,0.26189,0.0432434,0.194238,0,0.028186,0.0604004,0.353516,0.287091,0.130255,0,0.0879028,0.229938,0.0216187,0,0.0541748,0.0943726,0.138342,0.0592712,0.0893921,0.189893,0.233337,0.161469,0.119995,0.494012,0.104163,0.183868,0.0467773,0.0210449,0.0911316,0.151654,0.18006,0.113324,0.0356018,0.0536621,0.257837,0.0319946,0.263171,0.0260681,0.114115,0.103036
530,0,0.282355,0.0329834,0.0212402,0.054364,0.0273804,0.237701,0.043988,0.0215332,0.0193909,0.0602844,0.000585938,0.14295,0.0609131,0.116577,0.12569,0.0424866,0.230591,0.0810547,0.138348,0.178491,0.248456,0.172131,0.0383057,0.177588,0.0375732,0.0770264,0.000402832,0.259052,0.0679138,0.0256042,0.0302551,0.0119812,0.119171,0.0565674,0.162939,0.0742371,0.689362,0.0328979,0.0426208,0.0272217,0.0573547,0.0695129,0.233978,0.0719055,0.0440979,0.0534607,0.0498169,0.0263977,0.0651916,0.0108887,0.0342773,0.0437012,0.015564,0.0773682,0.25907,0.0786743,0.193774,0.064093,0.0385254,0.148657,0.427991,0.0590576,0.203748,0.209039,0.0528809,0.134766,0.0719604,0.097876,0.180554,0.570386,0.187146,0.128625,0.19306,0.128314,0.201123,0.0390198,0.181891,0.02724,0.0078064,0.0155151,0.0508728,0.0350098,0.143451,0.248578,0.887524,0.269135,0.236719,0.141797,0.0199707,0.127686,0.0427002,0.303137,0.0802002,0.0215759,0.114771,0.292169,0.18678,0.198071,0.0123718,0.12437,0.138111
540,0.0848877,0.0178467,0.00874024,0.0726563,0.188843,0.187122,0.0298889,0.21062,0.101862,0.0158142,0.069043,0.0221863,0.0311157,0.0378357,0.0263611,0.0234192,0.167572,0.0514465,0.0140259,0.131586,0.225775,0.0135437,0.100983,0.0283813,0.114966,0.015509,0.0347412,0.2815,0.0382874,0.0505798,0.0422607,0.0466797,0.0841858,0.0227783,0.036377,0.29696,0,0.122351,0.0988342,0.126099,0.342938,0.0877747,0.0505615,0.000714111,0.0263489,0.242078,0.262787,0.017926,0.0417725,0.152252,0.0736816,0.0414246,0.162781,0.0200989,0.0417358,0.120465,0.208734,0.108527,0.00783691,0.0913513,0.013147,0.159985,0.0712952,0.138184,0.0332031,0.0910706,0.0310181,0.271338,0.0994385,0.0492004,0.0274414,0.0322449,0.0226807,0.0420959,0.029364,0.321179,0.261261,0.0968994,0,0.219299,0.0943848,0.0284668,0.0786438,0.12207,0.092627,0.0592957,0.10575,0.147864,0.00377808,0.134711,0.0138611,0.000958252,0.142371,0.0975525,0.16275,0.129749,0.227698,0.0318542,0.0447998,0.166321,0.092713,0.0819185
550,0.175977,0.0658325,0.0566589,0.281354,0.0447937,0.0137512,0.221698,0.0877197,0.045575,0.10918,0.0197327,0.0966492,0.0175232,0.0233276,0.015509,0.544983,0.308844,0.0814148,0.081488,0.0643738,0.208844,0.0411804,0.0783936,0.0874329,0.200867,0.0721497,0.0272827,0.150018,0.255011,0.114154,0.00825195,0.0945496,0.0297302,0.162146,0.217511,0.0179199,0.061731,0.140375,0.0351624,0.0126831,0.15058,0.0230042,0.0193054,0.0134766,0.0917969,0.177625,0.147644,0.015802,0.111707,0.0341614,0.168945,0.0268616,0.0672363,0.0257202,0.0390991,0.0197876,0.112323,0.0653503,0.106891,0.0872742,0.12793,0.0363647,0.0651672,0.246545,0.183008,0.00166626,0.0486816,0.221814,0.0399536,0.0822327,0.135791,0.02099,0.0502014,0.120776,0.0295349,0.16297,0.057196,0.0275208,0.0564392,0,0.240631,0.103479,0.092865,0.222742,0.162561,0.0671753,0.0567017,0.0463684,0.0421814,0.171057,0.141663,0.0503357,0.0973633,0.0315918,0.0301514,0.0761108,0.0945801,0.134039,0.0893372,0.311829,0.0985391,0.0864356
560,0.111688,0.0643799,0.0722229,0.0962952,0.10592,0.0691528,0.133984,0.0693298,0.309509,0.165643,0.134802,0.080188,0.0255066,0.02229,0.286957,0.0381165,0.0358704,0.129071,0.185132,0.062439,0.150104,0.211743,0.0292297,0.0988831,0.0799561,0.131445,0.06203,0.0948669,0.0453369,0.0318787,0.0493103,0.262506,0.169782,0.108618,0.0830017,0.0414734,0.0534058,0.0441223,0.0297913,0.0886597,0.104492,0.00311279,0.0204163,0.0623108,0.0699585,0.0875916,0.0306396,0.331397,0.174823,0.22157,0.0203064,0.0399963,0.0500793,0.0029541,0.153131,0.13761,0.0673462,0.0134399,0.0278015,0.07146,0.0458984,0.0419617,0.0454773,0.0175171,0.11825,0.0439087,0.269666,0.101123,0.0342346,0.14602,0.0742798,0.0282227,0.132501,0.13653,0.0637451,0.00625,0.0789795,0.172388,0.161212,0.0339966,0.109979,0.150714,0.0484924,0.0855957,0.0691345,0.25451,0.308063,0.0755432,0.0502319,0.0492798,0.0606934,0.0540283,0.0307739,0.0166992,0.0149231,0.0301086,0.240692,0.171063,0.153784,0.102631,0.0958418,0.0748656
570,0.0282043,0.0425232,0.108423,0.185199,0.0429443,0.163336,0.0493103,0.023053,0.0342468,0.553503,0.0458069,0.147815,0.130133,0.104822,0.364526,0.208893,0.0295776,0.0471008,0.0927856,0.0762024,0.135126,0.233496,0.0109802,0.058429,0.12337,0.0760376,0.287665,0.0304321,0.00604248,0.0767273,0.10694,0.053009,0.126678,0.208423,0.112567,0.0824036,0.00814209,0.129761,0.0731628,0.104614,0.0485657,0,0.074646,0.0181396,0.200397,0.0967712,0.173602,0.179974,0.0533508,0.0271545,0.156055,0.0411377,0.0912964,0.0681213,0.189252,0.0690308,0.00123901,0.0485413,0.0481628,0.177917,0.05979,0.190497,0.0407288,0.00643921,0.0155212,0.0267822,0.200763,0.156677,0.0707031,0.0659668,0.0886536,0.127618,0.0281372,0.0411804,0.0565857,0.0136536,0.243494,0.0124146,0.033252,0.116632,0.0234863,0.00299683,0,0.0185608,0.0572754,0.124316,0.0159912,0.02323,0.0395691,0.196289,0.0318848,0.106567,0.0677612,0.063208,0.0879578,0.0338562,0.137952,0.171899,0.138477,0.0705688,0.092931,0.0845136
580,0.07276,0.0351196,0.151758,0.113678,0.0522888,0.0634399,0.0696228,0.0390076,0.0363403,0.451093,0.0279297,0.136639,0.192322,0.0179871,0.00903931,0.0606567,0.0578491,0.108716,0.060791,0.0345764,0.221136,0.0871399,0.0152893,0.15033,0.0452454,0.0633606,0.0423401,0.0232117,0.0488159,0.164313,0.0549194,0.0398071,0.0551636,0.171094,0.120984,0.168451,0.0357849,0.0611572,0.0843384,0.139056,0.0258789,0.0683716,0.00592041,0.0889526,0.0726074,0.244897,0.0950378,0.0268311,0.112762,0.275061,0.0695374,0.0724121,0.0436829,0.206152,0.0401672,0.147583,0.251996,0.0568542,0.10589,0.107922,0.173755,0.0152832,0.180286,0.223895,0.101227,0.0621582,0.0253357,0.0158142,0.0238342,0.0253784,0.0915222,0.06297,0.0280701,0.0403198,0.0769104,0.101813,0.170532,0.00976562,0.0614075,0.0580566,0.317163,0.0593811,0.0215271,0.0661133,0.103235,0.0170288,0.0507507,0.0887146,0.0622498,0.0719177,0.286322,0.0486633,0.0255432,0.221722,0.0458557,0.273706,0.04151,0.058136,0.00126343,0.0252258,0.0913643,0.0798881
590,0.033783,0.0858948,0.209283,0.0405945,0.0631958,0.267572,0.18858,0.044696,0.24538,0.0185059,0.0884766,0.137274,0.226849,0.224756,0.0409668,0.0470398,0.0687805,0.103198,0.0706482,0.0799439,0.0682617,0.109021,0.301312,0.203247,0.0567017,0.213751,0.263452,0.0702698,0.154114,0.0296204,0.2474,0.149701,0.0187561,0.0183044,0.0414612,0.123041,0.219122,0.00432739,0.393463,0.0353027,0.0540344,0.0817566,0.04823,0.0549561,0.32818,0.111139,0.151642,0.089856,0.219098,0.0777527,0.0686584,0.0686584,0.0681763,0.0921631,0.0784973,0.107111,0.0419922,0.0447632,0.0305603,0.0232239,0.181683,0.246014,0.0621765,0.240253,0.194281,0.0489929,0.519745,0.197375,0.0335693,0.38808,0.0057373,0.0220947,0.0147949,0.030658,0.0660461,0.108508,0.205524,0.00484009,0.0825073,0.0410828,0.0750122,0.0300537,0.202344,0.118579,0.0745911,0.056842,0.119141,0.225488,0.0355591,0.108667,0.100513,0.0746033,0.0104553,0.201123,0.0318298,0.0468079,0.0675354,0.101025,0.0614258,0.0487854,0.113308,0.0966036
600,0.0758057,0.104822,0.0401611,0.0476746,0.057959,0.0652954,0.164917,0.127942,0.312433,0,0.0334839,0.305646,0.146838,0.0687866,0.0630798,0.122949,0.210394,0.0282166,0.0556396,0.235669,0.133704,0.165381,0.0602234,0.0452148,0.259735,0.0215393,0.0932861,0.0434692,0.0184998,0.099646,0.0735718,0.0806274,0.0658203,0.0449707,0.110553,0.0134583,0.0209778,0.083429,0.174194,0.203009,0.096405,0.0602661,0.0316467,0.232104,0.0851563,0.326093,1,0.0312683,0.05177,0.0251465,0.0132507,0.366626,0.0283386,0.027832,0.016333,0.0569153,0.0434875,0.0440002,0.16236,0.119098,0.0293396,0.0931274,0.514606,0.0529968,0.303015,0.512036,0.236249,0.0677368,0.0606201,0.0313599,0.0901367,0.341693,0.0684143,0.0356628,0.0307068,0.0340942,0.044696,0.253894,0.0649292,0.0577209,0.277527,0.0987793,0.0187439,0.090979,0.0389893,0.101349,0.0638184,0.27467,0.0862244,0.0797302,0.601788,0.229449,0.0847107,0.135584,0.0836121,0.0544128,0.0899536,0.212885,0.0886658,0.153424,0.126854,0.144309
610,0.125751,0.0956421,0.243463,0.00213013,0.174036,0.040448,0.200629,0.121344,0.0150879,0.122852,0.0289429,0.159619,0.128046,0.014801,0.268268,0.142273,0.355292,0.202081,0.101715,0.049292,0.0713623,0.0467773,0.0331543,0.0181091,0.106598,0.00881348,0.34292,0.299847,0.211334,0.0342529,0.0753723,0.0147339,0.0568604,0.123523,0.0380981,0.0642456,0.0273743,0.009552,0.391119,0.113135,0.0912842,0.103394,0.0442444,0.0338379,0.0222839,0.135126,1,0.138623,0.0329468,0.0668518,0.0348145,0.105847,0.0504517,0.0592102,0.0836243,0.00830078,0.0458069,0.150079,0.0645325,0.0187439,0.119305,0.0604248,0.13869,0.0397827,0.418951,0.0164368,0.0232117,0.0147522,0.316559,0.104749,0.10954,0.0984375,0.27074,0.00919189,0.0559998,0.02276,0.0328552,0.0965759,0.122626,0.0722412,0.188483,0.0812439,0.0480469,0.0392822,0.018634,0.0670532,0.13493,0,0.162018,0.0664185,1,0.0730957,0.0427002,0.0835571,0.138708,0.0517395,0.0371826,0.0871399,0.109247,0.0119873,0.115542,0.154706
620,0.124731,0.0392578,0,0.893762,0.0348145,0.0246033,0.0545288,0.119208,0.174036,0.0921631,0.0697449,0.0528198,0.05802,0.0143066,0.0734131,0.204126,0.0179443,0.139087,0.0577942,0.00425415,0.0154602,0.088208,0.262,0.216083,0.178131,0.330811,0.0376404,0.139307,0.260834,0.0841003,0.0408325,0.0617798,0.216864,0.0381653,0.049353,0.0810974,0.00698853,0.230463,0.167926,0.0566711,0.0267944,0.239874,0.248639,0.0912231,0.150403,0.133624,0.529541,0.0768311,0.0758545,0.0104126,0.0791321,0.804767,0.0525574,0.219043,0.0410095,0.0083252,0.0911865,0.127216,0.243958,0.0681824,0.903424,0.0200867,0.165222,0.0299744,0.224146,0.25791,0.184247,0.0787598,0.00635986,0.0403748,0.029425,0.154065,0.0763123,0.162756,0.0467957,0.114142,0.0970886,0.0413757,0.0288879,0.125134,0.19057,0.0935303,0.164606,0.111218,0.0520142,0.0784241,0.105261,0.169226,0.153821,0.0190491,0.142334,0.198529,0.200098,0.0682678,0.17522,0.0276672,0.0936157,0.0015564,0.163574,0.108038,0.13233,0.156065
630,0.025824,0.08172,0.140411,0.92099,0.0713867,0.0172913,0.0943115,0.0322571,0.13429,0.0327148,0.00487671,0.117719,0.213098,0.0314392,0.0558167,0.0141724,0.0688721,0.347052,0.014978,0.138629,0.23429,0.0590271,0.0760986,0,0.039978,0.0971497,0.0693848,0.0524109,0.0715454,0.056073,0.066394,0.165552,0.0560608,0.0582581,0.00731812,0.126196,0.010553,0.130164,0.0821655,0.070636,0.0252258,0.0467468,0.0700561,0.0891418,0.108228,0.0583435,0.0401001,0.0017334,0.0751526,0.0765686,0.0558655,0.110065,0.109802,0.0351624,0.114508,0.0640869,0.30899,0.0934082,0.0390381,0.187219,0.290869,0.0105225,0.169507,0.234906,0.143481,0.0211548,0.0757446,0.481323,0.106372,0.0355286,0.185388,0.334857,0.0509827,0.0950867,0.0360046,0.213947,0.0962341,0.0207581,0.106091,0.204871,0.140479,0.0207825,0.0566772,0.107025,0.0494263,0.142889,0.0541687,0.145715,0.235358,0.0268738,0.271393,0.102692,0.0155334,0.078479,0.00744019,0.183044,0.559833,0.108154,0.190808,0.0586731,0.112656,0.126661
640,0.0523621,0.244269,0.273853,0.0870605,0.133282,0.16571,0.0421082,0.0062561,0.0197632,0.0582825,0.0722656,0.0363831,0.224109,0.0373474,0.0812866,0.0833923,0.0200012,0.144244,0.0921387,0.0898254,0.183118,0.0410767,0.18739,0.0727783,0.032666,0.145941,0.000616455,0.0355103,0.0636353,0.14101,0.00354004,0.163757,0.00880737,0.1659,0.0758667,0.0168762,0.269043,0.0712891,0.26424,0.0715637,0.0442871,0.145441,0.0558655,0.0359802,0.174091,0.173614,0.0129089,0.055072,0.0822937,0.00530396,0.017572,0.0511475,0.0896423,0.0544495,0.177509,0.0243225,0.025061,0.0829834,0.00814209,0.043103,0.0520203,0.0513062,0.0770325,0.0128113,0.0276794,0.0941284,0.00276489,0.16308,0.115247,0.123096,0.0320801,0.106775,0.108417,0.0297424,0.160126,0.218732,0.0625122,0.0978332,0.00772095,0.183441,0.0693176,0.0253357,0.0315796,0.0189575,0,0.0619019,0.145856,0.222333,0.0219055,0.498126,0.20481,0.0962402,0.0971741,0.0401184,0.0194153,0.147009,0.105084,0.348499,0.00923462,0.125226,0.0935202,0.0843583
650,0.0691223,0.0135559,0.113385,0.0585571,0.0902527,0.0781494,0.09729,0.135052,0.0727112,0.0235779,0.0292297,0.430518,0.129907,0.139764,0.267743,0.0144165,0.0251648,0.0722107,0.0313171,0.0265625,0.232971,0.0680969,0.0349121,0.0600281,0.146466,0.053656,0.0639648,0.130005,0.0588806,0.0072998,0.545752,0.0452881,0.0151489,0.0283936,0.124133,0.103149,0.107214,0.0329468,0.0684387,0.171588,0.0370239,0.0312561,0.1763,0.0831421,0.228387,0.030896,0.0201355,0.176672,0.424939,0.0492615,0.331628,0.029657,0.058667,0.0266541,0.0150574,0.142371,0.54729,0.081366,0.0765137,0.0347168,0.145428,0.0351013,0.0472839,0.0995666,0.0671875,0.0604797,0.7849,0.0528564,0.0124268,0.0726929,0.013739,0.10849,0.208771,0.0374084,0.0918274,0.0151917,0.096698,0.0656372,0.267273,0.0447632,0.292627,0.0285583,0.223962,0.104553,0.0772034,0.1492,0.238525,0.254785,0.019165,0.0567627,0.171796,0.0532837,0.426807,0.0371704,0.0208618,0.0822998,0.0888428,0.20929,0.00996094,0.0923035,0.115844,0.130129
